NAME,,,,CODE,,,Digit Match Level,,,,Count
POTASSIUM SPARING DIURETICS,,,,3750000000,,6 digit,,,,"1,104",
POWDERS,,,,9097500000,,6 digit,,,,"1,105",
PREMENSTRUAL DYSPHORIC DISORDER (PMDD) AGENTS - SSRIS,,,,6220600000,,6 digit,,,,"1,106",
PRENATAL MV & MIN W/FE-FA,,,,7851200000,,6 digit,,,,"1,107",
PRENATAL MV & MIN W/FE-FA-CA,,,,7851400000,,6 digit,,,,"1,108",
PRENATAL MV & MIN W/FE-FA-CA-OMEGA 3 FISH OIL,,,,7851500000,,6 digit,,,,"1,109",
PRENATAL MV & MIN W/FE-FA-DHA,,,,7851600000,,6 digit,,,,"1,110",
PRENATAL VITAMINS,,,,7851000000,,6 digit,,,,"1,111",
PROGESTERONE RECEPTOR ANTAGONISTS,,,,2730400000,,6 digit,,,,"1,112",
PROGESTIN CONTRACEPTIVES - IMPLANTS,,,,2530000000,,6 digit,,,,"1,113",
PROGESTIN CONTRACEPTIVES - INJECTABLE,,,,2515000000,,6 digit,,,,"1,114",
PROGESTIN CONTRACEPTIVES - IUD,,,,2520000000,,6 digit,,,,"1,115",
PROGESTIN CONTRACEPTIVES - ORAL,,,,2510000000,,6 digit,,,,"1,116",
PROGESTINS,,,,2600000000,,6 digit,,,,"1,117",
PROGESTINS-ANTINEOPLASTIC,,,,2140400000,,6 digit,,,,"1,118",
PROPOXYPHENE COMBINATIONS,,,,6599200000,,6 digit,,,,"1,119",
PROPOXYPHENE-NUTRITIONAL SUPPLEMENT COMBINATIONS,,,,6599800000,,6 digit,,,,"1,120",
PROSTAGLANDIN - IMPOTENCE AGENTS,,,,4030300000,,6 digit,,,,"1,121",
PROSTAGLANDIN VASODILATORS,,,,4017000000,,6 digit,,,,"1,122",
PROSTAGLANDINS,,,,9950000000,,6 digit,,,,"1,123",
PROSTAGLANDINS - OPHTHALMIC,,,,8633000000,,6 digit,,,,"1,124",
PROSTAGLANDINS - TOPICAL,,,,9073400000,,6 digit,,,,"1,125",
PROSTATIC HYPERTROPHY AGENT COMBINATIONS,,,,5685990000,,6 digit,,,,"1,126",
PROTAMINE,,,,8550000000,,6 digit,,,,"1,127",
PROTECTANTS - MOUTH/THROAT,,,,8850200000,,6 digit,,,,"1,128",
PROTEIN COMBINATIONS,,,,8030990000,,6 digit,,,,"1,129",
PROTEIN PRODUCTS,,,,8030100000,,6 digit,,,,"1,130",
PROTON PUMP INHIBITOR-ANTACID COMBINATIONS,,,,4999600000,,6 digit,,,,"1,131",
PROTON PUMP INHIBITORS,,,,4927000000,,6 digit,,,,"1,132",
PSEUDOBULBAR AFFECT AGENT COMBINATIONS,,,,6260990000,,6 digit,,,,"1,133",
PSYCHOTHERAPEUTIC AND NEUROLOGICAL AGENTS - MISC.,,,,6200000000,,6 digit,,,,"1,134",
PULMONARY HYPERTENSION - ENDOTHELIN RECEPTOR ANTAGONI,,,,4016000000,,6 digit,,,,"1,135",
PULMONARY HYPERTENSION - PHOSPHODIESTERASE INHIBITORS,,,,4014300000,,6 digit,,,,"1,136",
PURINE ANALOGS,,,,9940600000,,6 digit,,,,"1,137",
PYRIMIDINE SYNTHESIS INHIBITORS,,,,6628000000,,6 digit,,,,"1,138",
QUATERNARY ANTICHOLINERGICS,,,,4910200000,,6 digit,,,,"1,139",
QUINAZOLINE AGENTS,,,,8515600000,,6 digit,,,,"1,140",
QUINOLINONE DERIVATIVES,,,,5925000000,,6 digit,,,,"1,141",
RADIOGRAPHIC CONTRAST MEDIA - BARIUM,,,,9440100000,,6 digit,,,,"1,142",
RADIOGRAPHIC CONTRAST MEDIA - IODINATED,,,,9440200000,,6 digit,,,,"1,143",
RADIOGRAPHIC CONTRAST MEDIA - IRON OXIDE,,,,9440300000,,6 digit,,,,"1,144",
RANK LIGAND (RANKL) INHIBITORS,,,,3004450000,,6 digit,,,,"1,145",
RAZORS AND BLADES,,,,9770700000,,6 digit,,,,"1,146",
RECTAL ANESTHETIC COMBINATIONS,,,,8999200000,,6 digit,,,,"1,147",
RECTAL ANESTHETIC/STEROIDS,,,,8999100000,,6 digit,,,,"1,148",
RECTAL CLEANSERS,,,,8930500000,,6 digit,,,,"1,149",
RECTAL COMBINATIONS - MISC.,,,,8999400000,,6 digit,,,,"1,150",
RECTAL LOCAL ANESTHETICS,,,,8920000000,,6 digit,,,,"1,151",
RECTAL PRODUCTS - MISC.,,,,8930000000,,6 digit,,,,"1,152",
RECTAL PROTECTANTS-EMOLLIENTS,,,,8940000000,,6 digit,,,,"1,153",
RECTAL STEROIDS,,,,8910000000,,6 digit,,,,"1,154",
RED CELL PRESERVATION AGENTS,,,,8527750000,,6 digit,,,,"1,155",
RED CELL REJUVENATION AGENTS,,,,8527800000,,6 digit,,,,"1,156",
RESERPINE,,,,3620300000,,6 digit,,,,"1,157",
RESERPINE COMBINATIONS,,,,3699100000,,6 digit,,,,"1,158",
RESPIRATORY AGENTS - MISC.,,,,4500000000,,6 digit,,,,"1,159",
RESPIRATORY THERAPY SUPPLIES,,,,9710000000,,6 digit,,,,"1,160",
RESTLESS LEG SYNDROME (RLS) AGENTS,,,,6256000000,,6 digit,,,,"1,161",
RETINOIDS,,,,2170800000,,6 digit,,,,"1,162",
ROSACEA AGENTS,,,,9006000000,,6 digit,,,,"1,163",
RSV AGENTS - NUCLEOSIDE ANALOGUES,,,,1260400000,,6 digit,,,,"1,164",
RUBBER GOODS,,,,9770400000,,6 digit,,,,"1,165",
SALICYLATE COMBINATIONS,,,,6410990000,,6 digit,,,,"1,166",
SALICYLATES,,,,6410000000,,6 digit,,,,"1,167",
SALINE LAXATIVE MIXTURES,,,,4610990000,,6 digit,,,,"1,168",
SALINE LAXATIVES,,,,4610000000,,6 digit,,,,"1,169",
SALIVA STIMULANTS,,,,8850150000,,6 digit,,,,"1,170",
SANITARY NAPKINS & TAMPONS,,,,9745100000,,6 digit,,,,"1,171",
SCABICIDE COMBINATIONS,,,,9090990000,,6 digit,,,,"1,172",
SCABICIDES & PEDICULICIDES,,,,9090000000,,6 digit,,,,"1,173",
SCAR TREATMENT PRODUCTS,,,,9093000000,,6 digit,,,,"1,174",
SCAR TREATMENTS,,,,9730700000,,6 digit,,,,"1,175",
SCLEROSING AGENTS,,,,9965000000,,6 digit,,,,"1,176",
SELECTIVE ALDOSTERONE RECEPTOR ANTAGONISTS (SARAS),,,,3625000000,,6 digit,,,,"1,177",
SELECTIVE ALPHA2-ADRENORECEPTOR AGONIST SEDATIVES,,,,6020600000,,6 digit,,,,"1,178",
SELECTIVE CGMP PHOSPHODIESTERASE TYPE 5 INHIBITORS,,,,4030400000,,6 digit,,,,"1,179",
SELECTIVE COSTIMULATION MODULATORS,,,,6640000000,,6 digit,,,,"1,180",
SELECTIVE ESTROGEN RECEPTOR MODULATORS (SERMS),,,,3005300000,,6 digit,,,,"1,181",
SELECTIVE MELATONIN RECEPTOR AGONISTS,,,,6025000000,,6 digit,,,,"1,182",
SELECTIVE N-TYPE NEURONAL CALCIUM CHANNEL BLOCKERS,,,,6415400000,,6 digit,,,,"1,183",
SELECTIVE PHOSPHODIESTERASE 4 (PDE4) INHIBITORS,,,,4445000000,,6 digit,,,,"1,184",
SELECTIVE RETINOID X RECEPTOR AGONISTS,,,,2170820000,,6 digit,,,,"1,185",
SELECTIVE SEROTONIN AGONIST-NSAID COMBINATIONS,,,,6799200000,,6 digit,,,,"1,186",
SELECTIVE SEROTONIN AGONISTS 5-HT(1),,,,6740600000,,6 digit,,,,"1,187",
SELECTIVE SEROTONIN REUPTAKE INHIBITORS (SSRIS),,,,5816000000,,6 digit,,,,"1,188",
SELECTIVE T-CELL COSTIMULATION BLOCKERS,,,,9940800000,,6 digit,,,,"1,189",
SELECTIVE VASOPRESSIN V2-RECEPTOR ANTAGONISTS,,,,3045400000,,6 digit,,,,"1,190",
SEMI SOLID VEHICLES,,,,9860000000,,6 digit,,,,"1,191",
SEMI-SOLIDS,,,,9640000000,,6 digit,,,,"1,192",
SEPSIS SYNDROME AGENTS - NON-ANTIBIOTIC,,,,1660400000,,6 digit,,,,"1,193",
SEROTONIN-NOREPINEPHRINE REUPTAKE INHIBITORS (SNRIS),,,,5818000000,,6 digit,,,,"1,194",
SEXUAL DYSFUNCTION DEVICES - FEMALE,,,,9747600000,,6 digit,,,,"1,195",
SHAMPOOS,,,,9097400000,,6 digit,,,,"1,196",
SILVER ANTISEPTICS,,,,9240000000,,6 digit,,,,"1,197",
SKIN ADHESIVES,,,,9736550000,,6 digit,,,,"1,198",
SKIN CLEANSERS,,,,9097150000,,6 digit,,,,"1,199",
SKIN OILS,,,,9097600000,,6 digit,,,,"1,200",
SKIN PROTECTANTS,,,,9097200000,,6 digit,,,,"1,201",
SKIN TISSUE REPLACEMENTS,,,,9094800000,,6 digit,,,,"1,202",
SMOKING DETERRENTS,,,,6210000000,,6 digit,,,,"1,203",
SOAPS,,,,9097300000,,6 digit,,,,"1,204",
SODIUM,,,,7975000000,,6 digit,,,,"1,205",
SOFT LENS PRODUCTS,,,,8690200000,,6 digit,,,,"1,206",
SOLID COMBINATIONS,,,,9630990000,,6 digit,,,,"1,207",
SOLIDS,,,,9630000000,,6 digit,,,,"1,208",
SOLUBLE TUMOR NECROSIS FACTOR RECEPTOR AGENTS,,,,6629000000,,6 digit,,,,"1,209",
SOLVENTS,,,,9620100000,,6 digit,,,,"1,210",
SOMATOSTATIC AGENTS,,,,3017000000,,6 digit,,,,"1,211",
SPACER/AEROSOL-HOLDING CHAMBERS & SUPPLIES,,,,9710050000,,6 digit,,,,"1,212",
SPECIALTY VITAMINS PRODUCTS,,,,7850000000,,6 digit,,,,"1,213",
SPERMICIDES,,,,5530000000,,6 digit,,,,"1,214",
SPHINGOSINE 1-PHOSPHATE (S1P) RECEPTOR MODULATORS,,,,6240700000,,6 digit,,,,"1,215",
SSRIS-NUTRITIONAL SUPPLEMENT COMBINATIONS,,,,5899850000,,6 digit,,,,"1,216",
STEAM INHALERS,,,,9710270000,,6 digit,,,,"1,217",
STEROID COMBINATIONS,,,,2210990000,,6 digit,,,,"1,218",
STEROID INHALANTS,,,,4440000000,,6 digit,,,,"1,219",
STEROID-LOCAL ANESTHETIC COMBINATIONS,,,,9055980000,,6 digit,,,,"1,220",
STEROIDS - MOUTH/THROAT,,,,8825000000,,6 digit,,,,"1,221",
STIMULANT LAXATIVES,,,,4620000000,,6 digit,,,,"1,222",
STIMULANTS - MISC & NUTRITIONAL SUPPLEMENT COMBINATIONS,,,,6140990000,,6 digit,,,,"1,223",
STIMULANTS - MISC.,,,,6140000000,,6 digit,,,,"1,224",
STREPTOGRAMIN COMBINATIONS,,,,1625990000,,6 digit,,,,"1,225",
SUBCUTANEOUS ADMINISTRATION SUPPLIES,,,,9705400000,,6 digit,,,,"1,226",
SUBSTANCE P/NEUROKININ 1 (NK1) RECEPTOR ANTAGONISTS,,,,5028000000,,6 digit,,,,"1,227",
SUCCINIMIDES,,,,7240000000,,6 digit,,,,"1,228",
SULFONAMIDES,,,,800000000,,6 digit,,,,"1,229",
SULFONYLUREA-BIGUANIDE COMBINATIONS,,,,2799700000,,6 digit,,,,"1,230",
SULFONYLUREA-THIAZOLIDINEDIONE COMBINATIONS,,,,2799780000,,6 digit,,,,"1,231",
SULFONYLUREAS,,,,2720000000,,6 digit,,,,"1,232",
SUNSCREENS,,,,9092000000,,6 digit,,,,"1,233",
SURFACTANT LAXATIVES,,,,4650000000,,6 digit,,,,"1,234",
SURFACTANTS,,,,9837000000,,6 digit,,,,"1,235",
SURGICAL DEPILATORIES,,,,9074850000,,6 digit,,,,"1,236",
SURGICAL SCALPELS & BLADES,,,,9736500000,,6 digit,,,,"1,237",
SWEETENERS,,,,8140200000,,6 digit,,,,"1,238",
SYNTHETIC HEPARINOID-LIKE AGENTS,,,,8310300000,,6 digit,,,,"1,239",
SYSTEMIC ACIDIFIERS,,,,5610200000,,6 digit,,,,"1,240",
SYSTEMIC DECONGESTANTS,,,,4210100000,,6 digit,,,,"1,241",
TAR COMBINATIONS,,,,9052990000,,6 digit,,,,"1,242",
TAR PRODUCTS,,,,9052000000,,6 digit,,,,"1,243",
TETRACYCLINE COMBINATIONS,,,,499000000,,6 digit,,,,"1,244",
TETRACYCLINES,,,,400000000,,6 digit,,,,"1,245",
THERMOMETERS,,,,9770100000,,6 digit,,,,"1,246",
THIAZIDES AND THIAZIDE-LIKE DIURETICS,,,,3760000000,,6 digit,,,,"1,247",
THIAZOLIDINEDIONE-BIGUANIDE COMBINATIONS,,,,2799800000,,6 digit,,,,"1,248",
THIAZOLIDINEDIONES,,,,2760700000,,6 digit,,,,"1,249",
THICKENING AGENTS,,,,9836500000,,6 digit,,,,"1,250",
THIENBENZODIAZEPINES,,,,5915700000,,6 digit,,,,"1,251",
THIENBENZODIAZEPINES & SSRIS,,,,6299500000,,6 digit,,,,"1,252",
THIENOPYRIDINE DERIVATIVES,,,,8515800000,,6 digit,,,,"1,253",
THIOXANTHENES,,,,5930000000,,6 digit,,,,"1,254",
THROAT PRODUCTS - MISC.,,,,8850000000,,6 digit,,,,"1,255",
THROMBIN INHIBITORS - HIRUDIN TYPE,,,,8333400000,,6 digit,,,,"1,256",
THROMBIN INHIBITORS - SELECTIVE DIRECT & REVERSIBLE,,,,8333700000,,6 digit,,,,"1,257",
THROMBOLYTIC ENZYMES,,,,8560000000,,6 digit,,,,"1,258",
THROMBOPOIETIN (TPO) RECEPTOR AGONISTS,,,,8240500000,,6 digit,,,,"1,259",
THYROID HORMONES,,,,2810000000,,6 digit,,,,"1,260",
TISSUE PLASMINOGEN ACTIVATORS,,,,8560100000,,6 digit,,,,"1,261",
TOOTH BRUSHES-FLOSS,,,,9750200000,,6 digit,,,,"1,262",
TOPICAL ANESTHETIC COMBINATIONS,,,,9085990000,,6 digit,,,,"1,263",
TOPICAL ANESTHETIC GASSES,,,,9085100000,,6 digit,,,,"1,264",
TOPICAL ANTIDOTES,,,,9380000000,,6 digit,,,,"1,265",
TOPICAL DECONGESTANTS,,,,4210200000,,6 digit,,,,"1,266",
TOPICAL SELECTIVE RETINOID X RECEPTOR AGONISTS,,,,9037620000,,6 digit,,,,"1,267",
TOPICAL STEROID COMBINATIONS,,,,9055990000,,6 digit,,,,"1,268",
TOPOISOMERASE I INHIBITORS,,,,2155000000,,6 digit,,,,"1,269",
TOXOID COMBINATIONS,,,,1899000000,,6 digit,,,,"1,270",
TOXOIDS,,,,1800000000,,6 digit,,,,"1,271",
TRACE MINERAL COMBINATIONS,,,,7990990000,,6 digit,,,,"1,272",
TRACE MINERALS,,,,7990000000,,6 digit,,,,"1,273",
TRACHEOSTOMY CARE & SUPPLIES,,,,9710500000,,6 digit,,,,"1,274",
TRAMADOL COMBINATIONS,,,,6599500000,,6 digit,,,,"1,275",
TRAMADOL-NUTRITIONAL SUPPLEMENT COMBINATIONS,,,,6599850000,,6 digit,,,,"1,276",
TRANSDERMAL PATCHES,,,,9865200000,,6 digit,,,,"1,277",
TRIAZOLES,,,,1140700000,,6 digit,,,,"1,278",
TRICYCLIC AGENTS,,,,5820000000,,6 digit,,,,"1,279",
TRICYCLIC AGENTS-NUTRITIONAL SUPPLEMENT COMBINATIONS,,,,5899870000,,6 digit,,,,"1,280",
TRIPHASIC CONTRACEPTIVES - ORAL,,,,2599200000,,6 digit,,,,"1,281",
TUMOR NECROSIS FACTOR ALPHA BLOCKERS,,,,5250500000,,6 digit,,,,"1,282",
TYPE II 5-ALPHA REDUCTASE INHIBITORS,,,,9073600000,,6 digit,,,,"1,283",
ULCER ANTI-INFECTIVE W/ BISMUTH COMBINATIONS,,,,4999200000,,6 digit,,,,"1,284",
ULCER ANTI-INFECTIVE W/ PROTON PUMP INHIBITORS,,,,4999300000,,6 digit,,,,"1,285",
ULCER DRUGS - PROSTAGLANDINS,,,,4925000000,,6 digit,,,,"1,286",
UREA CYCLE DISORDER - AGENTS,,,,3090800000,,6 digit,,,,"1,287",
URICOSURICS,,,,6810000000,,6 digit,,,,"1,288",
URINARY ANALGESICS,,,,5630000000,,6 digit,,,,"1,289",
URINARY ANTI-INFECTIVES,,,,5300000000,,6 digit,,,,"1,290",
URINARY ANTISEPTIC-ANTISPASMODIC &/OR ANALGESICS,,,,5399200000,,6 digit,,,,"1,291",
URINARY ANTISPASMODIC COMBINATIONS,,,,5499000000,,6 digit,,,,"1,292",
URINARY ANTISPASMODICS,,,,5400000000,,6 digit,,,,"1,293",
URINARY DRAINAGE & IRRIGATION SUPPLIES,,,,9715300000,,6 digit,,,,"1,294",
URINARY STONE AGENTS,,,,5660000000,,6 digit,,,,"1,295",
URINARY TRACT PROTECTIVE AGENTS,,,,2175800000,,6 digit,,,,"1,296",
V1A/V2-ARGININE VASOPRESSIN (AVP) RECEPTOR ANTAGONISTS,,,,3045200000,,6 digit,,,,"1,297",
VAGINAL ANTI-INFECTIVES,,,,5510000000,,6 digit,,,,"1,298",
VAGINAL ESTROGENS,,,,5535000000,,6 digit,,,,"1,299",
VAGINAL PROGESTINS,,,,5537000000,,6 digit,,,,"1,300",
VALPROIC ACID,,,,7250000000,,6 digit,,,,"1,301",
VAPORIZERS,,,,9710300000,,6 digit,,,,"1,302",
VASCULAR AGENTS,,,,9073800000,,6 digit,,,,"1,303",
VASCULAR ENDOTHELIAL GROWTH FACTOR (VEGF) ANTAGONISTS,,,,8665500000,,6 digit,,,,"1,304",
VASCULAR ENDOTHELIAL GROWTH FACTOR (VEGF) INHIBITORS,,,,2133500000,,6 digit,,,,"1,305",
VASOACTIVE NATRIURETIC PEPTIDES,,,,4018000000,,6 digit,,,,"1,306",
VASODILATORS,,,,3640000000,,6 digit,,,,"1,307",
VASODILATORS & THIAZIDES,,,,3699900000,,6 digit,,,,"1,308",
VASOPRESSIN,,,,3020100000,,6 digit,,,,"1,309",
VASOPRESSORS,,,,3800000000,,6 digit,,,,"1,310",
VIRAL VACCINE COMBINATIONS,,,,1710990000,,6 digit,,,,"1,311",
VIRAL VACCINES,,,,1710000000,,6 digit,,,,"1,312",
VISCOSUPPLEMENTS,,,,7580000000,,6 digit,,,,"1,313",
VITAMIN A,,,,7720100000,,6 digit,,,,"1,314",
VITAMIN B-1,,,,7710100000,,6 digit,,,,"1,315",
VITAMIN B-2,,,,7710200000,,6 digit,,,,"1,316",
VITAMIN B-3,,,,7710300000,,6 digit,,,,"1,317",
VITAMIN B-5,,,,7710400000,,6 digit,,,,"1,318",
VITAMIN B-6,,,,7710500000,,6 digit,,,,"1,319",
VITAMIN C,,,,7710800000,,6 digit,,,,"1,320",
"VITAMIN C, VITAMIN D & ZINC",,,,7810690000,,6 digit,,,,"1,321",
VITAMIN D,,,,7720200000,,6 digit,,,,"1,322",
VITAMIN D & K,,,,7810750000,,6 digit,,,,"1,323",
VITAMIN E,,,,7720300000,,6 digit,,,,"1,324",
VITAMIN K,,,,7720400000,,6 digit,,,,"1,325",
VITAMIN MIXTURES,,,,7810000000,,6 digit,,,,"1,326",
VITAMINS A & D,,,,7810100000,,6 digit,,,,"1,327",
VITAMINS A & D W/  MINERALS,,,,7810160000,,6 digit,,,,"1,328",
VITAMINS A & D W/ C,,,,7810150000,,6 digit,,,,"1,329",
VITAMINS ACE & ZN,,,,7810200000,,6 digit,,,,"1,330",
"VITAMINS B1,B6 & B12",,,,7810600000,,6 digit,,,,"1,331",
VITAMINS C & E,,,,7810400000,,6 digit,,,,"1,332",
VITAMINS W/ LIPOTROPICS,,,,7852000000,,6 digit,,,,"1,333",
VOLATILE ANESTHETICS,,,,7020000000,,6 digit,,,,"1,334",
WOUND CARE - GROWTH FACTOR AGENTS,,,,9094500000,,6 digit,,,,"1,335",
WOUND CARE COMBINATIONS,,,,9094990000,,6 digit,,,,"1,336",
WOUND CARE SUPPLIES,,,,9094700000,,6 digit,,,,"1,337",
WOUND CLEANSERS/DECUBITUS ULCER THERAPY,,,,9094300000,,6 digit,,,,"1,338",
WOUND DRESSINGS,,,,9094400000,,6 digit,,,,"1,339",
XANTHINE-EXPECTORANTS,,,,4499100000,,6 digit,,,,"1,340",
XANTHINE-NUTRITIONAL SUPPLEMENT COMBINATIONS,,,,4499960000,,6 digit,,,,"1,341",
XANTHINE-SYMPATHOMIMETICS-EXPECTORANT,,,,4499220000,,6 digit,,,,"1,342",
XANTHINES,,,,4430000000,,6 digit,,,,"1,343",
YOHIMBINE,,,,4030800000,,6 digit,,,,"1,344",
ZINC,,,,7980000000,,6 digit,,,,"1,345",
,ZINC COMBINATIONS,,7980990000,,,,,6 digit,,"1,346",
,,,,,,,,,,,
,"1,4-BENZOQUINONE",,9644504410,,,,,10 digit,,1,
,1-METHYL 2-PYRROLIDONE,,9666506272,,,,,10 digit,,2,
,"2,6-DICHLOROINDOPHENOL SODIUM",,9648580910,,,,,10 digit,,3,
,2-DEOXY-D-GLUCOSE,,9648504400,,,,,10 digit,,4,
,2-METHOXYESTRADIOL,,9666505635,,,,,10 digit,,5,
,"3,5-DIIODOTHYRONINE",,9648583000,,,,,10 digit,,6,
,"4,5-DICYANOIMIDAZOLE",,9648581000,,,,,10 digit,,7,
,5-HTP-VALERIAN-NIACIN-B6-MG,,9599052450,,,,,10 digit,,8,
,5-HYDROXYTRYPTOPHAN,,9524751260,,,,,10 digit,,9,
,5-METHYLTETRAHYDROFOLATE CALC,,9666506160,,,,,10 digit,,10,
,5-METHYLTETRAHYDROFOLATE DISOD,,9666506165,,,,,10 digit,,11,
,7-KETO DHEA,,9662506000,,,,,10 digit,,12,
,9-AMINOACRIDINE HCL,,9642662710,,,,,10 digit,,13,
,ABACAVIR SULFATE,,1210500510,,,,,10 digit,,14,
,ABACAVIR SULFATE-LAMIVUDINE,,1210990220,,,,,10 digit,,15,
,ABACAVIR-LAMIVUDINE-ZIDOVUDINE,,1210990320,,,,,10 digit,,16,
,ABARELIX,,2140551500,,,,,10 digit,,17,
,ABATACEPT,,6640001000,,,,,10 digit,,18,
,ABCIXIMAB,,8515301000,,,,,10 digit,,19,
,ABIRATERONE ACETATE,,2140601020,,,,,10 digit,,20,
,ABOBOTULINUMTOXINA,,7440002003,,,,,10 digit,,21,
,ABSORBABLE COLLAGEN HEMOSTAT,,8420001500,,,,,10 digit,,22,
,ABSORBABLE FIBRIN SEALANT,,8420002500,,,,,10 digit,,23,
,ACACIA,,9835100500,,,,,10 digit,,24,
,ACACIA GUM,,8050000500,,,,,10 digit,,25,
,ACACIA SYRUP,,9840200500,,,,,10 digit,,26,
,ACAI,,9503090400,,,,,10 digit,,27,
NAME,,,,,CODE,,Digit Match Level,,,,Count
ACAMPROSATE CALCIUM,,,,,6280201020,,10 digit,,,,28
ACARBOSE,,,,,2750001000,,10 digit,,,,29
ACEBUTOLOL HCL,,,,,3320001010,,10 digit,,,,30
ACEFYLLINE,,,,,9642460800,,10 digit,,,,31
ACEPROMAZINE MALEATE,,,,,9642460835,,10 digit,,,,32
ACESULFAME POTASSIUM,,,,,9642460850,,10 digit,,,,33
ACESULFAME POTASSIUM-ISOMALT,,,,,8140207210,,10 digit,,,,34
ACETAMINOPHEN,,,,,6420001000,,10 digit,,,,35
ACETAMINOPHEN,,,,,9642461025,,10 digit,,,,36
ACETAMINOPHEN-ASPIRIN BUFFERED,,,,,6499000221,,10 digit,,,,37
ACETAMINOPHEN-BROMELAINS,,,,,6499000206,,10 digit,,,,38
ACETAMINOPHEN-CAFF-PYRILAMINE,,,,,6499000305,,10 digit,,,,39
ACETAMINOPHEN-CAFFEINE,,,,,6499000210,,10 digit,,,,40
ACETAMINOPHEN-CODEINE,,,,,6599100205,,10 digit,,,,41
ACETAMINOPHEN-DM,,,,,4399550220,,10 digit,,,,42
ACETAMINOPHEN-GUAIFENESIN,,,,,4399610220,,10 digit,,,,43
ACETAMINOPHEN-PAMABROM,,,,,6499000215,,10 digit,,,,44
ACETAMINOPHEN-PHENYLTOLOX-CAFF,,,,,6499100350,,10 digit,,,,45
ACETAMINOPHEN-SALICYLAMIDE,,,,,6499000212,,10 digit,,,,46
ACETANILIDE,,,,,9642461560,,10 digit,,,,47
ACETARSONE,,,,,9642461563,,10 digit,,,,48
ACETAZOLAMIDE,,,,,9642461565,,10 digit,,,,49
ACETAZOLAMIDE,,,,,3710001000,,10 digit,,,,50
ACETAZOLAMIDE SODIUM,,,,,3710001010,,10 digit,,,,51
ACETIC AC-ANTIPY-BENZO-POLYCOS,,,,,8799200402,,10 digit,,,,52
ACETIC ACID,,,,,8740001010,,10 digit,,,,53
ACETIC ACID,,,,,9610101000,,10 digit,,,,54
ACETIC ACID,,,,,5540003000,,10 digit,,,,55
ACETIC ACID,,,,,5670004000,,10 digit,,,,56
ACETIC ACID-ALUMINUM ACETATE,,,,,8740002500,,10 digit,,,,57
ACETIC ACID-CETYLPYRIDINIUM,,,,,5540990210,,10 digit,,,,58
ACETIC ACID-OXYQUINOLINE,,,,,5540990220,,10 digit,,,,59
ACETOHYDROXAMIC ACID,,,,5660002000,,10 digit,,,,60,
ACETOHYDROXAMIC ACID,,,,9642461570,,10 digit,,,,61,
ACETOL ACETATE ESTER,,,,9642461573,,10 digit,,,,62,
ACETONE,,,,9620101000,,10 digit,,,,63,
ACETONE (URINE) TEST,,,,9410000500,,10 digit,,,,64,
ACETYL DIPEPTIDE-1 CETYL ESTER,,,,9642461580,,10 digit,,,,65,
ACETYL HEXAPEPTIDE-8,,,,9642461574,,10 digit,,,,66,
ACETYL-D-GLUCOSAMINE,,,,9642461575,,10 digit,,,,67,
ACETYLCARN-ALPHA LIPOIC ACID,,,,9599020205,,10 digit,,,,68,
ACETYLCARNITINE HCL,,,,9642461680,,10 digit,,,,69,
ACETYLCARNITINE HCL,,,,6205400710,,10 digit,,,,70,
ACETYLCARNITINE HCL,,,,8030300100,,10 digit,,,,71,
ACETYLCHOLINE BROMIDE,,,,9642461705,,10 digit,,,,72,
ACETYLCHOLINE CHLORIDE,,,,9642461709,,10 digit,,,,73,
ACETYLCHOLINE CHLORIDE,,,,8650101010,,10 digit,,,,74,
ACETYLCHOLINE IODIDE,,,,9642461715,,10 digit,,,,75,
ACETYLCYSTEINE,,,,9300000700,,10 digit,,,,76,
ACETYLCYSTEINE,,,,8030300200,,10 digit,,,,77,
ACETYLCYSTEINE,,,,4330001000,,10 digit,,,,78,
ACID RED 52,,,,9830001000,,10 digit,,,,79,
ACITRETIN,,,,9025051000,,10 digit,,,,80,
ACITRETIN-MOISTURIZER,,,,9025051030,,10 digit,,,,81,
ACONITE,,,,9642464542,,10 digit,,,,82,
ACRIFLAVINE,,,,9642465427,,10 digit,,,,83,
ACRIFLAVINE HCL,,,,9642465430,,10 digit,,,,84,
ACRIVASTINE-PSEUDOEPHEDRINE,,,,4399300203,,10 digit,,,,85,
ACUPRESSURE DEVICE,,,,9770951000,,10 digit,,,,86,
ACYCLOVIR,,,,9642467500,,10 digit,,,,87,
ACYCLOVIR,,,,9035001000,,10 digit,,,,88,
ACYCLOVIR,,,,1240501000,,10 digit,,,,89,
ACYCLOVIR SODIUM,,,,1240501010,,10 digit,,,,90,
ACYCLOVIR-HYDROCORTISONE,,,,9035990215,,10 digit,,,,91,
ACYCLOVIR-LIDOCAINE HCL,,,,9035990225,,10 digit,,,,92,
ADALIMUMAB,,,,6627001500,,10 digit,,,,93,
ADAPALENE,,,,9005000300,,10 digit,,,,94,
ADAPALENE-BENZOYL PEROXIDE,,,,9005990203,,10 digit,,,,95,
ADEFOVIR DIPIVOXIL,,,,1235201510,,10 digit,,,,96,
ADEN-INOS-NA PYRU-NAPH-NAPHDIB,,,,8527800520,,10 digit,,,,97,
ADENOSINE,,,,3550001000,,10 digit,,,,98,
ADENOSINE,,,,9642481542,,10 digit,,,,99,
ADENOSINE (DIAGNOSTIC),,,,9420000500,,10 digit,,,,100,
